study_id,score,combo,event_type,event_actuator,event_receiver,elapse_time,distance_between_players,distance_since_last_displacement_trigger,distance_trend,movement_trend,is_first_playthrough
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P2,P2Enemy,40,4.36,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,40,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,GettingHit,P1Enemy,P1,41,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,BulletMiss,P2,P2Enemy,41,4.36,-1,None,None,True
dFnaoU2Jvf5a,0,0,Displacement,P2,P1,42,4.02,3.67,Closer,Sideways,True
dFnaoU2Jvf5a,0,0,EnemyHit,P2,P2Enemy,42,4.02,-1,None,None,True
dFnaoU2Jvf5a,0,0,BulletMiss,P2,P2Enemy,43,4.02,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P2,P2Enemy,43,4.02,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyKill,P2,P2Enemy,43,4.02,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P2,P2Enemy,43,4.02,-1,None,None,True
dFnaoU2Jvf5a,0,0,GettingHit,P1Enemy,P1,44,6.12,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyKill,P2,P2Enemy,45,4.02,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyKill,P2,P2Enemy,46,4.02,-1,None,None,True
dFnaoU2Jvf5a,0,0,BulletMiss,P2,P2Enemy,46,4.02,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P2,P2Enemy,46,4.02,-1,None,None,True
dFnaoU2Jvf5a,0,0,Displacement,P1,P2,47,3.33,6.63,Closer,Away,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,47,3.33,-1,None,None,True
dFnaoU2Jvf5a,3,0,EnemyHit,P1,P1Enemy,47,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P2,P2Enemy,47,4.02,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,47,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
